Date,coin,Adj Close,Close,High,Low,Open,Volume
2006-05-31,JPY|USD,0.008890469558537006,0.008890469558537006,0.008899171836674213,0.008823788724839687,0.00888493936508894,0.0
2006-05-31,GBP|USD,1.8664027452468872,1.8664027452468872,1.8716076612472534,1.8574931621551514,1.8715026378631592,0.0
2006-05-31,NZD|USD,0.6282985806465149,0.6282985806465149,0.635687530040741,0.6264879107475281,0.635687530040741,0.0
2006-05-31,USD|CHF,1.2201999425888062,1.2201999425888062,1.22885000705719,1.2175999879837036,1.2178000211715698,0.0
2006-05-31,AUD|USD,0.7478871941566467,0.7478871941566467,0.7531254291534424,0.7447125315666199,0.7526719570159912,0.0
2006-05-31,USD|CAD,1.1024999618530273,1.1024999618530273,1.1096999645233154,1.100000023841858,1.1009000539779663,0.0
2006-06-01,JPY|USD,0.008950147777795792,0.008950147777795792,0.008981497958302498,0.00885661132633686,0.008891260251402855,0.0
2006-06-01,GBP|USD,1.8822112083435059,1.8822112083435059,1.886009693145752,1.8619892597198486,1.8661938905715942,0.0
2006-06-01,NZD|USD,0.630795419216156,0.630795419216156,0.6331918835639954,0.6235191226005554,0.628495991230011,0.0
2006-06-01,USD|CHF,1.207900047302246,1.207900047302246,1.2224500179290771,1.205299973487854,1.2200000286102295,0.0
2006-06-01,CL=F,70.33999633789062,70.33999633789062,71.9000015258789,70.0,71.26000213623047,129406.0
2006-06-01,AUD|USD,0.7510890364646912,0.7510890364646912,0.7525020837783813,0.7453786730766296,0.7476635575294495,0.0
2006-06-01,USD|CAD,1.101099967956543,1.101099967956543,1.1052000522613525,1.097599983215332,1.1019999980926514,0.0
2006-06-02,CL=F,72.33000183105469,72.33000183105469,72.69999694824219,70.06999969482422,70.25,113070.0
2006-06-04,JPY|USD,0.008901549503207207,0.008901549503207207,0.008968610316514969,0.008901549503207207,0.008958165533840656,0.0
2006-06-04,GBP|USD,1.871397614479065,1.871397614479065,1.8876829147338867,1.8715026378631592,1.883487582206726,0.0
2006-06-04,NZD|USD,0.6325910687446594,0.6325910687446594,0.6358087062835693,0.6309148073196411,0.6309148073196411,0.0
2006-06-04,USD|CHF,1.2081999778747559,1.2081999778747559,1.208400011062622,1.20169997215271,1.2065999507904053,0.0
2006-06-04,AUD|USD,0.7482789158821106,0.7482789158821106,0.7543753385543823,0.7473283410072327,0.7505817413330078,0.0
