Date,Open Interest,Dealer Longs,Dealer Shorts,Dealer Spreads,Asset Manager Longs,Asset Manager Shorts,Asset Manager Spreads,Leveraged Funds Longs,Leveraged Funds Shorts,Leveraged Funds Spreads,Other Reportable Longs,Other Reportable Shorts,Other Reportable Spreads,Total Reportable Longs,Total Reportable Shorts,Non Reportable Longs,Non Reportable Shorts,coin,NETT_DEALERS,COT_DEALERS,NETT_DEALERS/OI,New_WILLCO_DEALERS
2007-01-03,290307.0,176057.0,55999.0,5494.0,29932.0,11375.0,893.0,19272.0,166217.0,5201.0,8357.0,4250.0,446.0,245653.0,249874.0,44654.0,40433.0,Japanese Yen,1200.58,,0.004135553052458259,1.0
2007-01-09,295729.0,182901.0,55567.0,5454.0,31203.0,11777.0,964.0,10594.0,170214.0,5037.0,8393.0,3771.0,320.0,244865.0,253103.0,50864.0,42627.0,Japanese Yen,1273.34,,0.0043057664280473,1.0
2007-01-16,318157.0,205807.0,55133.0,5918.0,32851.0,13639.0,604.0,12046.0,186928.0,5781.0,7188.0,4931.0,361.0,270557.0,273295.0,47600.0,44862.0,Japanese Yen,1506.74,,0.004735837966789981,1.0
2007-01-23,374432.0,206029.0,59892.0,22965.0,30077.0,15220.0,647.0,32128.0,200355.0,27046.0,7781.0,5861.0,402.0,327074.0,332386.0,47358.0,42046.0,Japanese Yen,1461.37,,0.0039028982565592683,0.8641845671877372
2007-01-30,375821.0,204186.0,69291.0,23437.0,31239.0,15273.0,685.0,34264.0,192301.0,27244.0,6978.0,6371.0,513.0,328545.0,335114.0,47276.0,40707.0,Japanese Yen,1348.95,,0.0035893417344959435,0.8130574396993112
2007-02-06,349218.0,177932.0,81169.0,25360.0,31029.0,15921.0,795.0,32082.0,150921.0,28595.0,7187.0,7715.0,546.0,303525.0,311021.0,45692.0,38196.0,Japanese Yen,967.63,,0.002770848008980064,0.6795975047008108
2007-02-13,393428.0,214815.0,87293.0,23944.0,31030.0,17075.0,665.0,37609.0,188908.0,26720.0,7273.0,7221.0,529.0,342585.0,352355.0,50843.0,41073.0,Japanese Yen,1275.22,,0.003241304635155607,0.7563080631225364
2007-02-20,365950.0,179362.0,111018.0,28319.0,31032.0,16567.0,668.0,36058.0,137715.0,27466.0,8307.0,4836.0,513.0,311725.0,327102.0,54225.0,38848.0,Japanese Yen,683.44,,0.001867577537915016,0.5323142518225734
2007-02-27,369528.0,170212.0,108719.0,31756.0,33713.0,17681.0,891.0,36627.0,130155.0,31650.0,7974.0,6514.0,507.0,313329.0,327872.0,56199.0,41655.0,Japanese Yen,614.93,,0.0016640958195319434,0.49913543070006355
2007-03-06,324247.0,135025.0,125432.0,37425.0,28583.0,13966.0,2071.0,34337.0,65151.0,34145.0,5291.0,7702.0,863.0,277739.0,286753.0,46507.0,37494.0,Japanese Yen,95.93,,0.0002958547033588592,0.2760361389960949
2007-03-13,316980.0,123352.0,130948.0,45609.0,27438.0,14394.0,1953.0,44444.0,60334.0,11184.0,5973.0,7437.0,1130.0,261082.0,272987.0,55899.0,43993.0,Japanese Yen,-75.96,,-0.0002396365701306076,0.18872132114929416
2007-03-20,211704.0,60095.0,58634.0,24649.0,24387.0,14088.0,1966.0,39750.0,67732.0,8888.0,5488.0,6045.0,785.0,166007.0,182787.0,45697.0,28917.0,Japanese Yen,14.61,,6.901144994898537e-05,0.2390480902045801
2007-03-27,237863.0,92522.0,67857.0,24507.0,25783.0,14891.0,1682.0,37085.0,80457.0,8512.0,5505.0,8111.0,450.0,196046.0,206466.0,41817.0,31397.0,Japanese Yen,246.65,,0.0010369414326734296,0.3968744345618132
2007-04-03,256700.0,98399.0,69732.0,25484.0,25987.0,15133.0,1329.0,42553.0,91667.0,9773.0,7240.0,3504.0,479.0,211243.0,217101.0,45457.0,39598.0,Japanese Yen,286.67,,0.001116751071289443,0.40988783814683594
2007-04-10,260886.0,103893.0,68237.0,25522.0,26314.0,14854.0,1322.0,43041.0,100984.0,7287.0,6988.0,3446.0,307.0,214673.0,221958.0,46214.0,38928.0,Japanese Yen,356.56,,0.0013667272295178738,0.4506478351856818
2007-04-17,266328.0,105394.0,59625.0,33422.0,30216.0,14888.0,1540.0,40691.0,107218.0,6552.0,5179.0,4169.0,304.0,223298.0,227717.0,43030.0,38611.0,Japanese Yen,457.69,,0.001718520020425941,0.5080095980726727
2007-04-24,268197.0,109985.0,57892.0,34289.0,29528.0,16789.0,1615.0,39351.0,110837.0,6880.0,4180.0,4827.0,297.0,226125.0,233425.0,42072.0,34772.0,Japanese Yen,520.93,,0.0019423408912105653,0.5445048306383182
2007-05-01,313623.0,147959.0,50628.0,37302.0,28557.0,17393.0,1288.0,38557.0,154181.0,7046.0,5948.0,8611.0,336.0,266992.0,276785.0,46631.0,36838.0,Japanese Yen,973.31,,0.0031034394798850847,0.7338283860188847
2007-05-08,314097.0,154134.0,54518.0,34500.0,28202.0,17848.0,1163.0,40786.0,153450.0,5246.0,4932.0,9277.0,310.0,269272.0,276311.0,44825.0,37785.0,Japanese Yen,996.16,,0.0031715043441994033,0.7449267391080855
2007-05-15,328462.0,164262.0,54119.0,35328.0,29591.0,19676.0,1072.0,38476.0,166152.0,5685.0,5321.0,8057.0,342.0,280077.0,290432.0,48385.0,38030.0,Japanese Yen,1101.43,,0.0033532950539179574,0.7745687211368149
2007-05-22,359512.0,186827.0,50362.0,39893.0,29256.0,20231.0,939.0,43805.0,193198.0,6274.0,5613.0,7981.0,360.0,312967.0,319238.0,46545.0,40274.0,Japanese Yen,1364.65,,0.0037958399163310268,0.8467281118937116
2007-05-29,352973.0,181210.0,50954.0,40009.0,27256.0,20828.0,933.0,42371.0,184460.0,6301.0,6310.0,8879.0,433.0,304823.0,312796.0,48151.0,40177.0,Japanese Yen,1302.56,,0.0036902539287707557,0.8295117318565102
2007-06-05,346279.0,159574.0,54719.0,45479.0,28929.0,21298.0,954.0,46187.0,168057.0,6759.0,6327.0,10817.0,471.0,294680.0,308554.0,51599.0,37725.0,Japanese Yen,1048.55,,0.003028049636275951,0.6577911266671975
2007-06-12,410416.0,150584.0,50325.0,113356.0,30062.0,20860.0,1220.0,43342.0,165797.0,10239.0,8133.0,7363.0,84.0,357020.0,369244.0,53397.0,41172.0,Japanese Yen,1002.59,,0.0024428628513508245,0.5391444376965258
2007-06-19,342767.0,171527.0,60758.0,22403.0,31617.0,22108.0,833.0,59862.0,180634.0,9338.0,7050.0,7247.0,6.0,302636.0,303326.0,40132.0,39441.0,Japanese Yen,1107.69,,0.0032316121446930423,0.6976718881918084
2007-06-26,387561.0,209771.0,70496.0,23844.0,33116.0,21946.0,888.0,59350.0,213354.0,10276.0,7480.0,7147.0,949.0,345673.0,348898.0,41888.0,38663.0,Japanese Yen,1392.75,,0.0035936278418107087,0.7704319223214824
2007-07-03,363819.0,181889.0,79818.0,27243.0,33318.0,21942.0,1221.0,57150.0,177395.0,10867.0,8160.0,5820.0,822.0,320670.0,325128.0,43149.0,38691.0,Japanese Yen,1020.71,,0.0028055434158194047,0.6120381007586725
2007-07-10,356329.0,168529.0,95327.0,25675.0,31323.0,22677.0,1701.0,64190.0,153965.0,11061.0,7878.0,5606.0,593.0,310949.0,316604.0,45380.0,39725.0,Japanese Yen,732.02,,0.0020543374241220893,0.4610563228150855
2007-07-17,342760.0,179893.0,79213.0,18335.0,32307.0,23062.0,1639.0,45455.0,166345.0,12108.0,8216.0,4708.0,1003.0,298956.0,306413.0,43804.0,36347.0,Japanese Yen,1006.8,,0.0029373322441358382,0.7669142076483222
2007-07-24,324216.0,156512.0,93317.0,17712.0,30807.0,21299.0,2276.0,45684.0,134726.0,12446.0,9013.0,5646.0,844.0,275294.0,288266.0,48922.0,35949.0,Japanese Yen,631.95,,0.0019491635206158858,0.5423895042108561
2007-07-31,308981.0,144717.0,127163.0,19060.0,28604.0,19827.0,2919.0,42257.0,85305.0,13343.0,8535.0,4514.0,953.0,260389.0,273085.0,48593.0,35896.0,Japanese Yen,175.54,,0.000568125548172865,0.20016523972159986
2007-08-07,306752.0,142862.0,150935.0,19693.0,29375.0,17040.0,2981.0,42945.0,67743.0,11722.0,8481.0,4435.0,822.0,258882.0,275371.0,47870.0,31381.0,Japanese Yen,-80.73,,-0.0002631767682036303,0.0
2007-08-14,325796.0,152583.0,171401.0,22482.0,28041.0,17417.0,3294.0,50855.0,62075.0,15021.0,7569.0,3979.0,874.0,280718.0,296543.0,45078.0,29253.0,Japanese Yen,-188.18,,-0.000577600707191003,0.0
2007-08-21,330036.0,155861.0,189883.0,25945.0,21766.0,16507.0,4290.0,53180.0,42490.0,17485.0,7642.0,4341.0,1186.0,287355.0,302126.0,42682.0,27910.0,Japanese Yen,-340.22,,-0.0010308572398162626,0.0
2007-08-28,334323.0,156554.0,196360.0,28064.0,22666.0,15378.0,4347.0,53199.0,39564.0,17170.0,8894.0,4746.0,1179.0,292072.0,306807.0,42251.0,27516.0,Japanese Yen,-398.06,,-0.0011906449750690201,0.0
2007-09-04,327114.0,159787.0,181173.0,28610.0,22223.0,15215.0,4039.0,42055.0,48867.0,17166.0,12001.0,3617.0,841.0,286722.0,299527.0,40392.0,27587.0,Japanese Yen,-213.86,,-0.0006537781935349756,0.10766437545212522
2007-09-11,345932.0,161059.0,198396.0,41702.0,20323.0,15902.0,2421.0,50853.0,40061.0,14314.0,10246.0,3601.0,661.0,301578.0,317057.0,44354.0,28875.0,Japanese Yen,-373.37,,-0.0010793161661829492,0.02232610973675553
2007-09-18,215074.0,87612.0,94978.0,16643.0,16173.0,16193.0,854.0,38489.0,47875.0,11651.0,7005.0,3088.0,805.0,179232.0,192087.0,35843.0,22987.0,Japanese Yen,-73.66,,-0.00034248677199475526,0.17009140136713197
2007-09-25,222030.0,83216.0,110200.0,17092.0,15422.0,18238.0,951.0,47628.0,35605.0,13044.0,7136.0,3143.0,730.0,185219.0,199004.0,36810.0,23026.0,Japanese Yen,-269.84,,-0.001215331261541233,0.0
2007-10-02,247359.0,118336.0,118210.0,19248.0,15503.0,19724.0,867.0,34849.0,46678.0,13482.0,6803.0,3125.0,722.0,209810.0,222057.0,37549.0,25302.0,Japanese Yen,1.26,,5.093811019611172e-06,0.2435408867990488
2007-10-09,268582.0,137040.0,125059.0,16825.0,15714.0,20279.0,794.0,44411.0,65402.0,10974.0,6414.0,2676.0,609.0,232782.0,242619.0,35800.0,25963.0,Japanese Yen,119.81,,0.0004460835052237306,0.33154220995308314
2007-10-16,276614.0,134912.0,123784.0,18206.0,15170.0,20835.0,825.0,50441.0,67304.0,14343.0,6335.0,3034.0,731.0,240962.0,249062.0,35652.0,27552.0,Japanese Yen,111.28,,0.00040229344863239026,0.32280372247440686
2007-10-23,280060.0,123420.0,139426.0,22381.0,14209.0,20250.0,931.0,57837.0,52203.0,17573.0,6424.0,2070.0,781.0,243556.0,255614.0,36504.0,24446.0,Japanese Yen,-160.06,,-0.0005715203884881811,0.12847513090271515
2007-10-30,278338.0,107443.0,141062.0,22012.0,13989.0,20184.0,918.0,68417.0,50465.0,19268.0,6978.0,775.0,737.0,239762.0,255420.0,38577.0,22919.0,Japanese Yen,-336.19,,-0.001207848012129138,0.0014933134683441963
2007-11-06,273558.0,96096.0,134886.0,22655.0,15309.0,16625.0,1660.0,71988.0,52671.0,19961.0,6605.0,1555.0,703.0,234978.0,250717.0,38580.0,22841.0,Japanese Yen,-387.9,,-0.00141798083039063,0.0
2007-11-13,249842.0,73202.0,141319.0,23245.0,15492.0,14220.0,2069.0,67820.0,26265.0,13975.0,6414.0,1286.0,1016.0,203233.0,223395.0,46609.0,26446.0,Japanese Yen,-681.17,,-0.002726403086750826,0.0
2007-11-20,253396.0,70353.0,140869.0,25827.0,13549.0,20778.0,1982.0,70684.0,21860.0,16852.0,6316.0,527.0,1232.0,206795.0,229926.0,46600.0,23470.0,Japanese Yen,-705.16,,-0.0027828379295647917,0.0
2007-11-27,257761.0,71195.0,145938.0,27728.0,14485.0,20438.0,1518.0,70685.0,19597.0,19205.0,7125.0,904.0,1387.0,213327.0,236715.0,44434.0,21047.0,Japanese Yen,-747.43,,-0.002899701661616769,0.0
2007-12-04,257880.0,73535.0,145569.0,28000.0,13179.0,18210.0,1510.0,71850.0,23725.0,18266.0,7592.0,1110.0,1311.0,215241.0,237700.0,42639.0,20180.0,Japanese Yen,-720.34,,-0.002793314720024818,0.01638403557617016
2007-12-11,258619.0,74803.0,140515.0,29330.0,14209.0,11565.0,450.0,61275.0,25175.0,31154.0,8409.0,500.0,588.0,220217.0,239276.0,38402.0,19343.0,Japanese Yen,-657.12,,-0.0025408806004199227,0.05525994961559305
2007-12-18,218063.0,64441.0,112305.0,19936.0,12723.0,3618.0,524.0,49632.0,31271.0,29753.0,7721.0,0.0,511.0,185242.0,197918.0,32822.0,20146.0,Japanese Yen,-478.64,,-0.002194962006392648,0.10853286512753232
2007-12-24,221408.0,77314.0,108425.0,20896.0,12741.0,5227.0,516.0,43854.0,34121.0,30752.0,5531.0,525.0,429.0,192034.0,200892.0,29375.0,20517.0,Japanese Yen,-311.11,,-0.0014051434455846221,0.2560475474639964
2007-12-31,225253.0,72473.0,110847.0,20946.0,17103.0,4130.0,477.0,44894.0,35661.0,31123.0,6748.0,0.0,644.0,194407.0,203826.0,30845.0,21426.0,Japanese Yen,-383.74,,-0.001703595512601386,0.20491677251293286
2008-01-08,239747.0,57244.0,139957.0,21279.0,21496.0,3914.0,293.0,64250.0,19737.0,32241.0,7684.0,2.0,446.0,204932.0,217869.0,34814.0,21878.0,Japanese Yen,-827.13,,-0.003450011887531439,0.0
2008-01-15,258778.0,61913.0,147113.0,24581.0,23975.0,4209.0,293.0,64918.0,19916.0,37092.0,6442.0,0.0,860.0,220073.0,234063.0,38705.0,24715.0,Japanese Yen,-852.0,,-0.003292397344441954,0.02919233608370007
2008-01-22,251639.0,57770.0,137364.0,26130.0,14964.0,4561.0,293.0,63177.0,18569.0,41729.0,7493.0,0.0,889.0,212443.0,229534.0,39196.0,22105.0,Japanese Yen,-795.94,,-0.0031630232197711805,0.07142330802578807
2008-01-29,262906.0,57029.0,149460.0,28257.0,15246.0,4439.0,215.0,77477.0,18625.0,39105.0,7544.0,0.0,902.0,225774.0,241002.0,37132.0,21904.0,Japanese Yen,-924.31,,-0.0035157432694575244,0.0
2008-02-05,283689.0,68433.0,153397.0,29540.0,15685.0,5618.0,215.0,82722.0,30797.0,40301.0,7519.0,0.0,836.0,245250.0,260705.0,38439.0,22984.0,Japanese Yen,-849.64,,-0.002994969843737332,0.13144780308121648
